2003-01-01	20760	90947	1434
2003-01-29	20786	91774	1446
2003-02-26	20821	92993	1455
2003-03-26	20871	94208	1458
2003-04-23	20853	95016	1455
2003-05-21	21083	96056	1476
2003-06-18	21344	95656	1493
2003-07-16	21425	96567	1490
2003-08-13	21504	96161	1496
2003-09-10	21725	96343	1485
2003-10-08	21864	102648	1493
2003-11-05	21853	104122	1472
2003-12-03	21923	105359	1489
2003-12-31	21999	104969	1493
2004-01-01	24651	103057	1388
2004-01-29	24618	103657	1313
2004-02-26	24804	103567	1319
2004-03-25	25014	104597	1312
2004-04-22	25173	106335	1314
2004-05-20	25909	106310	1594
2004-06-17	26121	109635	1598
2004-07-15	26378	111023	1613
2004-08-12	26640	112318	1629
2004-09-09	26895	114536	1640
2004-10-07	27088	116282	1654
2004-11-04	27337	117433	1657
2004-12-02	27577	120088	1649
2004-12-30	27886	121643	1690
2005-01-01	27909	121770	1688
2005-01-29	28122	122932	1696
2005-02-26	28315	123568	1677
2005-03-26	28205	124480	1588
2005-04-23	28493	126495	1584
2005-05-21	29189	128568	1683
2005-06-18	29462	131261	1685
2005-07-16	29697	131402	1685
2005-08-13	30088	134626	1703
2005-09-10	30286	136792	1697
2005-10-08	30520	137738	1700
2005-11-05	30890	140080	1733
2005-12-03	31167	141282	1740
2005-12-31	31377	139892	1749
2006-01-01	31374	139892	1748
2006-01-29	31680	142677	1750
2006-02-26	31990	145304	1755
2006-03-26	32289	148191	1760
2006-04-23	32522	150093	1746
2006-05-21	32821	153957	1763
2006-06-18	33151	156286	1761
2006-07-16	33442	157773	1772
2006-08-13	33735	158193	1759
2006-09-10	33985	160093	1767
2006-10-08	34333	162215	1792
2006-11-05	34693	165544	1797
2006-12-03	35059	168375	1796
2006-12-31	35250	168807	1797
2007-01-01	35254	168772	1797
2007-01-29	35525	170969	1800
2007-02-26	35857	173508	1809
2007-03-26	36224	176416	1815
2007-04-23	36535	178372	1827
2007-05-21	36879	180455	1816
2007-06-18	37176	182056	1813
2007-07-16	37584	184174	1821
2007-08-13	37878	187405	1821
2007-09-10	38160	189884	1830
2007-10-08	38492	193213	1826
2007-11-05	38789	196795	1845
2007-12-03	39242	198836	1853
2007-12-31	39441	199747	1844
2008-01-01	39428	197698	1835
2008-01-29	39687	199943	1837
2008-02-26	40045	202407	1849
2008-03-25	40294	204987	1848
2008-04-22	40637	207926	1836
2008-05-20	40930	210590	1841
2008-06-17	41220	211973	1841
2008-07-15	41534	214101	1835
2008-08-12	41832	216710	1831
2008-09-09	42193	219720	1826
2008-10-07	42599	221645	1846
2008-11-04	43352	223541	1933
2008-12-02	43816	226249	1945
2008-12-30	44186	226906	1945
2009-01-01	0	0	0
2009-01-29	44464	228870	1937
2009-02-26	44827	230766	1948
2009-03-26	0	0	0
2009-04-23	45602	235303	1962
