2003-01-01	20868	97235	1444
2003-01-29	20900	99532	1450
2003-02-26	20905	95873	1460
2003-03-26	20965	97403	1457
2003-04-23	20943	103922	1461
2003-05-21	21145	100812	1479
2003-06-18	21407	106130	1497
2003-07-16	21440	109592	1497
2003-08-13	21570	111868	1506
2003-09-10	21804	112926	1494
2003-10-08	21949	120725	1496
2003-11-05	21925	120013	1475
2003-12-03	21994	121668	1494
2003-12-31	22076	123333	1496
2004-01-01	24726	121476	1391
2004-01-29	24681	121622	1315
2004-02-26	24920	122129	1325
2004-03-25	25106	124572	1318
2004-04-22	25280	129492	1318
2004-05-20	26017	129196	1600
2004-06-17	26236	124415	1605
2004-07-15	26519	131047	1622
2004-08-12	26741	131732	1635
2004-09-09	27006	131143	1648
2004-10-07	27192	132946	1662
2004-11-04	27446	134479	1661
2004-12-02	27670	136334	1658
2004-12-30	27980	137266	1696
2005-01-01	28001	137300	1693
2005-01-29	28219	137205	1707
2005-02-26	28412	137517	1687
2005-03-26	28313	138673	1599
2005-04-23	28581	140226	1599
2005-05-21	29311	142188	1705
2005-06-18	29587	145810	1709
2005-07-16	29817	144141	1705
2005-08-13	30211	147783	1725
2005-09-10	30405	149443	1722
2005-10-08	30667	151066	1731
2005-11-05	31016	152847	1762
2005-12-03	31295	154012	1768
2005-12-31	31503	153072	1774
2006-01-01	31496	153036	1775
2006-01-29	31800	155393	1780
2006-02-26	32120	157928	1774
2006-03-26	32411	159711	1777
2006-04-23	32645	162023	1760
2006-05-21	32927	165174	1778
2006-06-18	33245	167536	1774
2006-07-16	33537	168915	1780
2006-08-13	33826	169350	1773
2006-09-10	34086	171247	1779
2006-10-08	34456	174725	1802
2006-11-05	34837	178363	1813
2006-12-03	35163	180607	1812
2006-12-31	35364	182583	1813
2007-01-01	35358	182381	1810
2007-01-29	35616	180145	1809
2007-02-26	35940	190500	1826
2007-03-26	36330	193696	1831
2007-04-23	36635	196023	1841
2007-05-21	36968	198045	1829
2007-06-18	37281	200342	1826
2007-07-16	37696	202013	1839
2007-08-13	37977	200310	1837
2007-09-10	38246	202323	1838
2007-10-08	38560	206488	1837
2007-11-05	38906	210363	1861
2007-12-03	39332	211381	1861
2007-12-31	39545	213242	1854
2008-01-01	39510	212174	1856
2008-01-29	39788	213912	1854
2008-02-26	40172	216804	1870
2008-03-25	38406	204489	1745
2008-04-22	40769	224722	1860
2008-05-20	41067	230424	1866
2008-06-17	41388	228059	1861
2008-07-15	41673	229783	1856
2008-08-12	41986	230637	1852
2008-09-09	42306	233223	1846
2008-10-07	42744	235392	1867
2008-11-04	43577	238149	1957
2008-12-02	43993	240336	1968
2008-12-30	44354	242154	1967
2009-01-01	44348	241624	1964
2009-01-29	44668	245194	1959
2009-02-26	44987	245577	1967
2009-03-26	45427	247628	1979
2009-04-23	45764	250097	1982
