2003-01-01	20828	94530	1441
2003-01-29	20863	95830	1448
2003-02-26	20890	96808	1457
2003-03-26	20938	97332	1459
2003-04-23	20937	98814	1459
2003-05-21	21137	100181	1478
2003-06-18	21398	99264	1497
2003-07-16	21442	100280	1497
2003-08-13	21549	100054	1506
2003-09-10	21795	100644	1493
2003-10-08	21934	106499	1497
2003-11-05	21926	107178	1479
2003-12-03	21982	108072	1494
2003-12-31	22056	107726	1496
2004-01-01	24710	105895	1390
2004-01-29	24675	106313	1316
2004-02-26	24896	107806	1324
2004-03-25	25091	109272	1314
2004-04-22	25252	110810	1315
2004-05-20	25994	111618	1598
2004-06-17	26209	113509	1604
2004-07-15	26585	117149	1625
2004-08-12	26769	116626	1636
2004-09-09	26986	118575	1646
2004-10-07	27268	122486	1676
2004-11-04	27421	122300	1659
2004-12-02	27659	132828	1655
2004-12-30	27963	134180	1693
2005-01-01	27986	134315	1691
2005-01-29	28195	125982	1702
2005-02-26	28383	127089	1684
2005-03-26	28280	128502	1595
2005-04-23	28574	130623	1593
2005-05-21	29292	132245	1700
2005-06-18	29560	134866	1704
2005-07-16	29783	134287	1703
2005-08-13	30178	137522	1722
2005-09-10	30381	139618	1722
2005-10-08	30622	140852	1728
2005-11-05	30975	142216	1761
2005-12-03	31268	143068	1767
2005-12-31	31488	144454	1773
2006-01-01	31482	144455	1774
2006-01-29	31771	145786	1780
2006-02-26	32091	148679	1776
2006-03-26	32392	151188	1771
2006-04-23	32625	153686	1756
2006-05-21	32900	157520	1769
2006-06-18	33217	158588	1766
2006-07-16	33505	160048	1777
2006-08-13	33786	159179	1764
2006-09-10	34032	161181	1773
2006-10-08	34391	164092	1795
2006-11-05	34743	165644	1800
2006-12-03	35096	169627	1799
2006-12-31	35301	170874	1802
2007-01-01	35315	171002	1802
2007-01-29	35576	173341	1804
2007-02-26	35905	176730	1813
2007-03-26	36278	180138	1819
2007-04-23	36588	181617	1828
2007-05-21	36926	183641	1817
2007-06-18	37236	185784	1816
2007-07-16	37652	187801	1826
2007-08-13	37952	191054	1829
2007-09-10	38207	191639	1828
2007-10-08	38547	194935	1826
2007-11-05	38846	198649	1845
2007-12-03	39293	200689	1853
2007-12-31	39498	202302	1844
2008-01-01	39503	202051	1843
2008-01-29	39767	204633	1844
2008-02-26	40193	208320	1861
2008-03-25	40665	214698	1871
2008-04-22	40766	213504	1848
2008-05-20	41063	221307	1859
2008-06-17	41383	225176	1861
2008-07-15	41724	228803	1854
2008-08-12	41988	231327	1850
2008-09-09	42348	234291	1846
2008-10-07	42788	236634	1865
2008-11-04	43602	239660	1956
2008-12-02	44004	243160	1967
2008-12-30	44376	244794	1966
2009-01-01	44374	244194	1964
2009-01-29	44704	246704	1963
2009-02-26	44987	247985	1968
2009-03-26	45446	250385	1980
2009-04-23	45784	252644	1983
