unknown	2572	309101056
1983	46	17699328
1984	51	17443328
1985	109	17922048
1986	247	20943104
1987	376	9083392
1988	1001	77765120
1989	1562	137050368
1990	3046	124973312
1991	3918	211777024
1992	7918	168333312
1993	9043	123019008
1994	8844	63748352
1995	7145	59888384
1996	3248	97239552
1997	1549	44887032
1998	1276	60259480
1999	1891	43349136
2000	2880	78352768
2001	2860	88946340
2002	2487	68928168
2003	3077	87774780
2004	4166	128445984
2005	4686	165447952
