unknown	2154	305955840
1983	47	17830144
1984	51	17443328
1985	112	17988096
1986	235	21070592
1987	352	8213760
1988	1181	72455680
1989	1476	132406272
1990	2803	108897536
1991	3779	190294528
1992	8146	161281536
1993	9719	120963584
1994	8351	58778880
1995	5965	58163712
1996	1590	96220130
1997	1208	42326041
1998	1142	60041112
1999	1872	44482752
2000	3036	88894464
2001	2789	93892068
2002	4044	74139240
2003	3994	155422812
