1	10	"North America"	"ANTIGUA AND BARBUDA                            "	2	1
2	10	"North America"	"BAHAMAS                                        "	2	1
3	10	"North America"	"BELIZE                                         "	4	0
4	10	"North America"	"BERMUDA                                        "	4	0
5	10	"North America"	"CANADA                                         "	131	87
6	10	"North America"	"COSTA RICA                                     "	2	0
7	10	"North America"	"CUBA                                           "	3	0
8	10	"North America"	"DOMINICAN REPUBLIC                             "	5	2
9	10	"North America"	"EL SALVADOR                                    "	4	0
10	10	"North America"	"GUATEMALA                                      "	6	0
11	10	"North America"	"HAITI                                          "	4	0
12	10	"North America"	"JAMAICA                                        "	1	0
13	10	"North America"	"MEXICO                                         "	13	2
14	10	"North America"	"NETHERLANDS ANTILLES                           "	4	0
15	10	"North America"	"NICARAGUA                                      "	3	3
16	10	"North America"	"PANAMA                                         "	7	2
17	10	"North America"	"SAINT LUCIA                                    "	1	0
18	10	"North America"	"SURINAME				"	1	0
19	10	"North America"	"UNITED STATES                                  "	1490	611
20	10	"North America"	"VIRGIN ISLANDS (U.S.)                          "	3	0
21	15	"South America"	"ARGENTINA                                      "	36	0
22	15	"South America"	"BOLIVIA                                        "	5	0
23	15	"South America"	"BRAZIL                                         "	6	2
24	15	"South America"	"CHILE                                          "	24	2
25	15	"South America"	"COLOMBIA                                       "	14	0
26	15	"South America"	"ECUADOR                                        "	13	0
27	15	"South America"	"PARAGUAY                                       "	1	0
28	15	"South America"	"PERU                                           "	7	2
29	15	"South America"	"TRINIDAD AND TOBAGO                            "	4	1
30	15	"South America"	"URUGUAY                                        "	8	0
31	15	"South America"	"VENEZUELA, BOLIVARIAN REPUBLIC OF              "	12	0
32	20	"Europe"	"ALBANIA                                        "	1	0
33	20	"Europe"	"AUSTRIA                                        "	50	16
34	20	"Europe"	"BELARUS                                        "	2	0
35	20	"Europe"	"BELGIUM                                        "	27	16
36	20	"Europe"	"BOSNIA AND HERZEGOVINA                         "	3	0
37	20	"Europe"	"BULGARIA                                       "	57	1
38	20	"Europe"	"CROATIA 				       "	3	1
39	20	"Europe"	"CZECH REPUBLIC                                 "	36	4
40	20	"Europe"	"DENMARK                                        "	47	8
41	20	"Europe"	"ESTONIA                                        "	7	0
42	20	"Europe"	"EUROPEAN UNION"	621	33
43	20	"Europe"	"FAROE ISLANDS                                  "	1	0
44	20	"Europe"	"FINLAND                                        "	46	47
45	20	"Europe"	"FRANCE                                         "	54	111
46	20	"Europe"	"GERMANY                                        "	309	2813
