1	10	"North America"	"ANGUILLA                                       "	0	2
2	10	"North America"	"ANTIGUA AND BARBUDA                            "	0	6
3	10	"North America"	"ARUBA                                          "	0	2
4	10	"North America"	"BAHAMAS                                        "	0	7
5	10	"North America"	"BARBADOS                                       "	0	13
6	10	"North America"	"BELIZE                                         "	0	8
7	10	"North America"	"BERMUDA                                        "	0	24
8	10	"North America"	"CANADA                                         "	0	5683
9	10	"North America"	"CAYMAN ISLANDS                                 "	0	8
10	10	"North America"	"COSTA RICA                                     "	0	28
11	10	"North America"	"CUBA                                           "	0	16
12	10	"North America"	"DOMINICAN REPUBLIC                             "	0	44
13	10	"North America"	"EL SALVADOR                                    "	0	23
14	10	"North America"	"GREENLAND                                      "	0	2
15	10	"North America"	"GRENADA                                        "	0	1
16	10	"North America"	"GUADELOUPE                                     "	0	5
17	10	"North America"	"GUATEMALA                                      "	0	37
18	10	"North America"	"HAITI                                          "	0	8
19	10	"North America"	"HONDURAS                                       "	0	19
20	10	"North America"	"JAMAICA                                        "	0	25
21	10	"North America"	"MEXICO                                         "	0	158
22	10	"North America"	"MONTSERRAT                                     "	0	2
23	10	"North America"	"NETHERLANDS ANTILLES                           "	0	31
24	10	"North America"	"NICARAGUA                                      "	0	20
25	10	"North America"	"PANAMA                                         "	0	56
26	10	"North America"	"PUERTO RICO                                    "	0	64
27	10	"North America"	"SAINT KITTS AND NEVIS                          "	0	5
28	10	"North America"	"SAINT LUCIA                                    "	0	1
29	10	"North America"	"SAINT VINCENT AND THE GRENADINES               "	0	3
30	10	"North America"	"SURINAME				"	0	7
31	10	"North America"	"TURKS AND CAICOS ISLANDS                       "	0	1
32	10	"North America"	"UNITED STATES                                  "	0	36476
33	10	"North America"	"VIRGIN ISLANDS (BRITISH)                       "	0	1
34	10	"North America"	"VIRGIN ISLANDS (U.S.)                          "	0	7
35	15	"South America"	"ARGENTINA                                      "	0	406
36	15	"South America"	"BOLIVIA                                        "	0	38
37	15	"South America"	"BRAZIL                                         "	0	267
38	15	"South America"	"CHILE                                          "	0	391
39	15	"South America"	"COLOMBIA                                       "	0	225
40	15	"South America"	"ECUADOR                                        "	0	172
41	15	"South America"	"FRENCH GUIANA                                  "	0	1
